ids,DataVizRoles_collapsed,YearsDataVizExperience,DataVizCentralityFreelance,ToolsChoiceFreelance,DataVizCentralityEmployee,ToolsChoiceEmployee,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_BeeSwarm,ChartsUsed_Histogram,ChartsUsed_3D,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Flow,ChartsUsed_Waffle,ChartsUsed_Line,ChartsUsed_Scatterplot,ChartsUsed_DotPlot,ChartsUsed_Treemap,ChartsUsed_Heatmap,ChartsUsed_Boxplot,ChartsUsed_Hexbin,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,DV_Technologies2,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,DV_Technologies3,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
E10e,Academic,14,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,x,not chosen,x,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,Yes,3,x,not chosen,x,x,not chosen,not chosen,not chosen,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,x,not chosen,x,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
E14F,EmployeeANDFreelance,5,"Data visualization is one of several things I do in my freelance work, but not a primary or secondary focus in my projects.",I’m able to choose my own tools.,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"Hunger, Food Justice",Fewer than 20 employees,not chosen,x,not chosen,x,x,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,x,"icons to indicate upward or downward trends, timeline of activities",No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Often,Never,Never,Rarely,Often,Never,Never,Never,Never,Sometimes,Sometimes,Never,not chosen,Often,Never,Never,Often,Rarely,Never,Never,Often,Sometimes,Sometimes,Sometimes,Often,not chosen,Sometimes,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,javascript; chart.js,illustrator; powerpoint; chartly,6,x,not chosen,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,8,x,not chosen,not chosen,not chosen,not chosen,x,x,x,not chosen,x,not chosen,x,x,not chosen,x,not chosen,9,not chosen,x,x,x,not chosen,x,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen
E276,Employee,14,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"5,000+ employees",not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Alteryx,Tableau;Alteryx,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,3,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
E2qV,EmployeeAND,5,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,"5,000+ employees",x,x,x,x,x,x,x,x,x,x,x,x,x,not chosen,x,x,not chosen,Yes,1,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Sometimes,Never,not chosen,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,not chosen,Rarely,Rarely,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau;Mapbox,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,4,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
E2VM,Student,5,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,x,x,x,not chosen,not chosen,x,x,not chosen,not chosen,x,x,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Rarely,Rarely,Never,Never,Often,Sometimes,Never,Sometimes,Never,Rarely,Often,Never,not chosen,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Often,not chosen,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,not chosen,Never,Never,Never,not chosen,"excel, Tableau, Python",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,not chosen,x,x,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
E32v,Employee,9,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,"1,000–4,999 employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Rarely,Never,Often,Never,Never,Often,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,2,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
E5Z1,Employee,12,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Human Resources - Insurance,"5,000+ employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,x,x,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Often,not chosen,Sometimes,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,2,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
E6V8,EmployeeANDFreelance,10,"Data visualization is one of several things I do in my freelance work, but not a primary or secondary focus in my projects.",I’m able to choose my own tools.,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,2,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,Fewer than 20 employees,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,10,x,x,x,x,not chosen,not chosen,x,x,x,x,not chosen,not chosen,x,not chosen,x,not chosen,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
E7wB,Employee,10,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"5,000+ employees",not chosen,x,not chosen,x,not chosen,x,not chosen,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,Gantt charts;,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,not chosen,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Often,Never,not chosen,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,not chosen,Raw Graphs; Illustrator;,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,not chosen,x,x,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,collogues of differets areas,3,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
E8FS,Freelance,9,Data visualization is the primary focus of my freelance work.,Clients choose the tool(s) and it causes no problems.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,not chosen,x,x,not chosen,not chosen,x,x,x,x,x,x,x,x,x,cleveland dot plot; bump chart; peapod chart; bullet chart; area chart; combo chart; bar-in-bar chart; clustered bar chart,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Sigma,Tableau; Sigma,4,x,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,x,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
eH05,Employee,5,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,"5,000+ employees",not chosen,x,not chosen,x,not chosen,not chosen,x,x,x,not chosen,x,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Often,Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Often,Never,not chosen,not chosen,not chosen,Sometimes,not chosen,not chosen,not chosen,not chosen,Often,Rarely,not chosen,not chosen,not chosen,not chosen,Rarely,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,8,x,x,not chosen,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,x,x,x,not chosen,not chosen,6,x,x,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen
eHS9,Employee,1,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
eiF5,Employee,16,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,500–999 employees,not chosen,x,not chosen,x,x,not chosen,not chosen,not chosen,x,x,x,x,x,not chosen,not chosen,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Sometimes,Rarely,Rarely,Rarely,Never,Often,Rarely,Never,Often,Never,Never,Sometimes,Sometimes,not chosen,Sometimes,Rarely,Never,Never,Often,Never,Never,Often,Rarely,Often,Never,Often,not chosen,Often,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,not chosen,not chosen,x,x,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,8,x,x,x,x,x,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
ej0q,Academic,6,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Sometimes,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Often,Never,not chosen,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,not chosen,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,"Vanilla Javascript, Unity, Unreal Engine","Vanilla Javascript, Unity, Unreal Engine",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen
EJPR,Employee,4,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,1,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,20–99 employees,not chosen,x,x,x,x,not chosen,not chosen,x,not chosen,x,x,x,not chosen,not chosen,not chosen,x,Process,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Sometimes,Sometimes,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Sometimes,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,3,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
EkDJ,Employee,4,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,2,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,"5,000+ employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,Table,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Rarely,Often,Sometimes,Rarely,Never,Never,Never,Often,Never,not chosen,Sometimes,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,Sometimes,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Miro; Lucid; Asana,Tableau; Hex; Sigma,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen
